Year,Series,Ministry,Department,Unit,Value
2004,Original Budget,Ministry of Finance and Economic Management,National Statistics Office,Millions in Vatu (VUV),4
2004,Original Budget,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",Millions in Vatu (VUV),22
2004,Original Budget,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,Millions in Vatu (VUV),6
2004,Original Budget,"Ministry of Foreign Affairs, International Cooperation and External Trade",Ministry of Foreign Affairs Cabinet,Millions in Vatu (VUV),2
2004,Original Budget,Ministry of Health,Department of Health,Millions in Vatu (VUV),45
2004,Original Budget,Ministry of Infrastructure and Public Utilities,Department of Public Works,Millions in Vatu (VUV),23
2004,Original Budget,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,Millions in Vatu (VUV),1
2004,Original Budget,Ministry of Internal Affairs,Department of Provincial Affairs,Millions in Vatu (VUV),39
2004,Original Budget,Ministry of Internal Affairs,Internal Affairs Cabinet,Millions in Vatu (VUV),14
2004,Original Budget,Ministry of Justice and Social Welfare,Department of Womens Affairs,Millions in Vatu (VUV),15
2004,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Millions in Vatu (VUV),29
2004,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Millions in Vatu (VUV),2
2004,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Vanuatu Investment Promotion Authority,Millions in Vatu (VUV),4
2004,Original Budget,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,Millions in Vatu (VUV),3
2004,Original Budget,Prime Ministers Ministry,Prime Ministers Cabinet,Millions in Vatu (VUV),8
2005,Original Budget,Constitutional Agencies,Judiciary,Millions in Vatu (VUV),5
2005,Original Budget,Constitutional Agencies,Public Service Commission,Millions in Vatu (VUV),6
2005,Original Budget,Constitutional Agencies,State Law Office,Millions in Vatu (VUV),2
2005,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Millions in Vatu (VUV),13
2005,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Millions in Vatu (VUV),25
2005,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,Millions in Vatu (VUV),4
2005,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Millions in Vatu (VUV),1
2005,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,Millions in Vatu (VUV),27
2005,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Millions in Vatu (VUV),18
2005,Original Budget,Ministry of Education & Training,Director General Directorate,Millions in Vatu (VUV),56
2005,Original Budget,Ministry of Finance and Economic Management,Department of Finance & Treasury,Millions in Vatu (VUV),102
2005,Original Budget,Ministry of Finance and Economic Management,Economic Research & Expenditure Analysis Unit,Millions in Vatu (VUV),5
2005,Original Budget,Ministry of Finance and Economic Management,MFEM Cabinet,Millions in Vatu (VUV),1
2005,Original Budget,Ministry of Finance and Economic Management,National Statistics Office,Millions in Vatu (VUV),4
2005,Original Budget,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",Millions in Vatu (VUV),6
2005,Original Budget,Ministry of Health,Department of Health,Millions in Vatu (VUV),70
2005,Original Budget,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,Millions in Vatu (VUV),4
2005,Original Budget,Ministry of Internal Affairs,Department of Provincial Affairs,Millions in Vatu (VUV),58
2005,Original Budget,Ministry of Internal Affairs,Internal Affairs Cabinet,Millions in Vatu (VUV),16
2005,Original Budget,Ministry of Internal Affairs,Vanuatu Police Force,Millions in Vatu (VUV),13
2005,Original Budget,Ministry of Justice and Social Welfare,Department of Womens Affairs,Millions in Vatu (VUV),10
2005,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Millions in Vatu (VUV),2
2005,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,Millions in Vatu (VUV),3
2005,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Vanuatu Investment Promotion Authority,Millions in Vatu (VUV),2
2005,Original Budget,Ministry of Youth Development and Sports,Ministry of Youth Development and Training,Millions in Vatu (VUV),4
2005,Original Budget,Prime Ministers Ministry,Prime Ministers Cabinet,Millions in Vatu (VUV),1
2006,Original Budget,Constitutional Agencies,Judiciary,Millions in Vatu (VUV),13
2006,Original Budget,Constitutional Agencies,Parliament,Millions in Vatu (VUV),4
2006,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Millions in Vatu (VUV),45
2006,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Millions in Vatu (VUV),20
2006,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,Millions in Vatu (VUV),1
2006,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Millions in Vatu (VUV),2
2006,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,Millions in Vatu (VUV),33
2006,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Millions in Vatu (VUV),16
2006,Original Budget,Ministry of Education & Training,Director General Directorate,Millions in Vatu (VUV),157
2006,Original Budget,Ministry of Finance and Economic Management,Department of Finance & Treasury,Millions in Vatu (VUV),139
2006,Original Budget,Ministry of Finance and Economic Management,Economic Research & Expenditure Analysis Unit,Millions in Vatu (VUV),9
2006,Original Budget,Ministry of Finance and Economic Management,National Statistics Office,Millions in Vatu (VUV),105
2006,Original Budget,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",Millions in Vatu (VUV),6
2006,Original Budget,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,Millions in Vatu (VUV),0
2006,Original Budget,Ministry of Health,Department of Health,Millions in Vatu (VUV),86
2006,Original Budget,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,Millions in Vatu (VUV),15
2006,Original Budget,Ministry of Internal Affairs,Department of Provincial Affairs,Millions in Vatu (VUV),57
2006,Original Budget,Ministry of Internal Affairs,Internal Affairs Cabinet,Millions in Vatu (VUV),22
2006,Original Budget,Ministry of Justice and Social Welfare,Correctional Services,Millions in Vatu (VUV),57
2006,Original Budget,Ministry of Justice and Social Welfare,Department of Womens Affairs,Millions in Vatu (VUV),16
2006,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Millions in Vatu (VUV),24
2006,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Millions in Vatu (VUV),3
2006,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Vanuatu Investment Promotion Authority,Millions in Vatu (VUV),1
2006,Original Budget,Ministry of Youth Development and Sports,Ministry of Youth Development and Training,Millions in Vatu (VUV),1
2006,Original Budget,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,Millions in Vatu (VUV),13
2007,Original Budget,Constitutional Agencies,Judiciary,Millions in Vatu (VUV),24
2007,Original Budget,Constitutional Agencies,Office of the Ombudsman,Millions in Vatu (VUV),1
2007,Original Budget,Constitutional Agencies,Parliament,Millions in Vatu (VUV),0
2007,Original Budget,Constitutional Agencies,Public Service Commission,Millions in Vatu (VUV),10
2007,Original Budget,Constitutional Agencies,State Law Office,Millions in Vatu (VUV),0
2007,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Millions in Vatu (VUV),1
2007,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Millions in Vatu (VUV),10
2007,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Millions in Vatu (VUV),6
2007,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Millions in Vatu (VUV),3
2007,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,Millions in Vatu (VUV),45
2007,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Millions in Vatu (VUV),1
2007,Original Budget,Ministry of Education & Training,Director General Directorate,Millions in Vatu (VUV),67
2007,Original Budget,Ministry of Finance and Economic Management,Department of Finance & Treasury,Millions in Vatu (VUV),61
2007,Original Budget,Ministry of Finance and Economic Management,Economic Research & Expenditure Analysis Unit,Millions in Vatu (VUV),2
2007,Original Budget,Ministry of Finance and Economic Management,MCA Vanuatu Program Management,Millions in Vatu (VUV),30
2007,Original Budget,Ministry of Finance and Economic Management,National Statistics Office,Millions in Vatu (VUV),33
2007,Original Budget,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",Millions in Vatu (VUV),6
2007,Original Budget,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,Millions in Vatu (VUV),4
2007,Original Budget,Ministry of Health,Department of Health,Millions in Vatu (VUV),101
2007,Original Budget,Ministry of Internal Affairs,Civil Registry Office,Millions in Vatu (VUV),2
2007,Original Budget,Ministry of Internal Affairs,Department of Labour,Millions in Vatu (VUV),2
2007,Original Budget,Ministry of Internal Affairs,Department of Provincial Affairs,Millions in Vatu (VUV),41
2007,Original Budget,Ministry of Internal Affairs,Internal Affairs Cabinet,Millions in Vatu (VUV),5
2007,Original Budget,Ministry of Internal Affairs,Vanuatu Police Force,Millions in Vatu (VUV),35
2007,Original Budget,Ministry of Justice and Social Welfare,Correctional Services,Millions in Vatu (VUV),38
2007,Original Budget,Ministry of Justice and Social Welfare,Department of Womens Affairs,Millions in Vatu (VUV),17
2007,Original Budget,Ministry of Justice and Social Welfare,Ministry of Justice and Community Service,Millions in Vatu (VUV),4
2007,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Millions in Vatu (VUV),60
2007,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Vanuatu Investment Promotion Authority,Millions in Vatu (VUV),0
2008,Original Budget,Constitutional Agencies,Office of the Ombudsman,Millions in Vatu (VUV),-1
2008,Original Budget,Constitutional Agencies,Parliament,Millions in Vatu (VUV),4
2008,Original Budget,Constitutional Agencies,Public Service Commission,Millions in Vatu (VUV),4
2008,Original Budget,Constitutional Agencies,State Law Office,Millions in Vatu (VUV),9
2008,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Millions in Vatu (VUV),9
2008,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Millions in Vatu (VUV),24
2008,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Millions in Vatu (VUV),9
2008,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,Millions in Vatu (VUV),2
2008,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Millions in Vatu (VUV),0
2008,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,Millions in Vatu (VUV),19
2008,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Millions in Vatu (VUV),14
2008,Original Budget,Ministry of Education & Training,Director General Directorate,Millions in Vatu (VUV),378
2008,Original Budget,Ministry of Finance and Economic Management,Department of Finance & Treasury,Millions in Vatu (VUV),183
2008,Original Budget,Ministry of Finance and Economic Management,National Statistics Office,Millions in Vatu (VUV),13
2008,Original Budget,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",Millions in Vatu (VUV),64
2008,Original Budget,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,Millions in Vatu (VUV),0
2008,Original Budget,Ministry of Health,Department of Health,Millions in Vatu (VUV),218
2008,Original Budget,Ministry of Internal Affairs,Department of Labour,Millions in Vatu (VUV),0
2008,Original Budget,Ministry of Internal Affairs,Department of Provincial Affairs,Millions in Vatu (VUV),16
2008,Original Budget,Ministry of Internal Affairs,Internal Affairs Cabinet,Millions in Vatu (VUV),16
2008,Original Budget,Ministry of Internal Affairs,Vanuatu Police Force,Millions in Vatu (VUV),29
2008,Original Budget,Ministry of Justice and Social Welfare,Correctional Services,Millions in Vatu (VUV),56
2008,Original Budget,Ministry of Justice and Social Welfare,Department of Womens Affairs,Millions in Vatu (VUV),13
2008,Original Budget,Ministry of Justice and Social Welfare,Ministry of Justice and Community Service,Millions in Vatu (VUV),1
2008,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Millions in Vatu (VUV),4
2008,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Lands,Millions in Vatu (VUV),3
2008,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Millions in Vatu (VUV),5
2008,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business","Ministry of Commerce, Industry and Tourism Cabinet",Millions in Vatu (VUV),11
2008,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Vanuatu Investment Promotion Authority,Millions in Vatu (VUV),0
2008,Original Budget,Ministry of Youth Development and Sports,Department of Youth and Sport,Millions in Vatu (VUV),1
