Year,Ministry,Department,Budget,Budget Type,Value
2004,Ministry of Finance and Economic Management,National Statistics Office,Operations,Actual Spent     ,"58,100"
2004,Ministry of Finance and Economic Management,National Statistics Office,Operations,Original Budget     ,"1,425,000"
2004,Ministry of Finance and Economic Management,National Statistics Office,Payroll,Actual Spent     ,"16,292,353"
2004,Ministry of Finance and Economic Management,National Statistics Office,Payroll,Original Budget     ,"15,371,598"
2004,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent     ,"28,501,000"
2004,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Original Budget     ,"28,501,000"
2004,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent     ,"34,500,000"
2004,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Original Budget     ,"34,500,000"
2004,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent     ,"1,062,953,062"
2004,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Original Budget     ,"1,838,962,030"
2004,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent     ,"53,335,739"
2004,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Original Budget     ,"65,565,460"
2004,Ministry of Finance and Economic Management,Department of Finance & Treasury,Payroll,Actual Spent     ,"-286,171"
2004,Ministry of Finance and Economic Management,Department of Finance & Treasury,Payroll,Original Budget     ,"33,660,000"
2004,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent     ,"40,000,000"
2004,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Original Budget     ,"40,000,000"
2004,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Operations,Actual Spent     ,"10,252,361"
2004,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Operations,Original Budget     ,"13,044,000"
2004,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Payroll,Actual Spent     ,"26,448,340"
2004,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Payroll,Original Budget     ,"27,330,827"
2004,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Operations,Actual Spent     ,"17,009,555"
2004,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Operations,Original Budget     ,"16,487,000"
2004,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Payroll,Actual Spent     ,"22,334,563"
2004,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Payroll,Original Budget     ,"22,730,243"
2004,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Operations,Actual Spent     ,"9,666,224"
2004,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Operations,Original Budget     ,"7,630,270"
2004,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Payroll,Actual Spent     ,"11,574,414"
2004,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Payroll,Original Budget     ,"12,383,615"
2004,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Operations,Actual Spent     ,"2,385,628"
2004,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Operations,Original Budget     ,"2,710,000"
2004,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Payroll,Actual Spent     ,"1,780,872"
2004,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Payroll,Original Budget     ,"2,655,073"
2004,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Operations,Actual Spent     ,"6,187,666"
2004,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Operations,Original Budget     ,"6,840,000"
2004,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Payroll,Actual Spent     ,"16,902,099"
2004,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Payroll,Original Budget     ,"17,875,322"
2004,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Operations,Actual Spent     ,"2,032,959"
2004,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Operations,Original Budget     ,"2,069,200"
2004,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Payroll,Actual Spent     ,"4,127,755"
2004,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Payroll,Original Budget     ,"4,996,169"
2004,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent     ,"17,576,000"
2004,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Original Budget     ,"17,576,000"
2004,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent     ,"44,861,328"
2004,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Original Budget     ,"45,000,000"
2004,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent     ,"20,000,000"
2004,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Original Budget     ,"20,000,000"
2004,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Actual Spent     ,"83,619,683"
2004,Ministry of Finance and Economic Management,Department of Finance & Treasury,Operations,Original Budget     ,"83,619,683"
2004,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Vanuatu Investment Promotion Authority,Operations,Actual Spent     ,"3,938,323"
2004,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Vanuatu Investment Promotion Authority,Operations,Original Budget     ,"3,914,618"
2004,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Vanuatu Investment Promotion Authority,Payroll,Actual Spent     ,"8,489,245"
2004,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Vanuatu Investment Promotion Authority,Payroll,Original Budget     ,"9,795,317"
2004,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business","Ministry of Commerce, Industry and Tourism Cabinet",Operations,Actual Spent     ,"5,489,468"
2004,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business","Ministry of Commerce, Industry and Tourism Cabinet",Operations,Original Budget     ,"5,428,194"
2004,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business","Ministry of Commerce, Industry and Tourism Cabinet",Payroll,Actual Spent     ,"19,503,699"
2004,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business","Ministry of Commerce, Industry and Tourism Cabinet",Payroll,Original Budget     ,"18,020,983"
2004,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business","Ministry of Commerce, Industry and Tourism Cabinet",Operations,Actual Spent     ,"17,378"
2004,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business","Ministry of Commerce, Industry and Tourism Cabinet",Operations,Original Budget     ,"987,132"
2004,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business","Ministry of Commerce, Industry and Tourism Cabinet",Payroll,Actual Spent     ,"2,719,094"
2004,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business","Ministry of Commerce, Industry and Tourism Cabinet",Payroll,Original Budget     ,"3,625,563"
2004,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Operations,Actual Spent     ,"3,781,779"
2004,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Operations,Original Budget     ,"3,960,182"
2004,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Payroll,Actual Spent     ,"4,775,091"
2004,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Payroll,Original Budget     ,"5,514,306"
2004,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,Operations,Actual Spent     ,"12,349,860"
2004,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,Operations,Original Budget     ,"17,506,257"
2004,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,Payroll,Actual Spent     ,"20,086,549"
2004,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,Payroll,Original Budget     ,"17,422,950"
2004,Ministry of Health,Health Cabinet,Operations,Actual Spent     ,"3,528,909"
2004,Ministry of Health,Health Cabinet,Operations,Original Budget     ,"4,100,625"
2004,Ministry of Health,Health Cabinet,Payroll,Actual Spent     ,"18,511,426"
2004,Ministry of Health,Health Cabinet,Payroll,Original Budget     ,"18,083,792"
2004,Ministry of Health,Health Cabinet,Operations,Actual Spent     ,"2,159,386"
2004,Ministry of Health,Health Cabinet,Operations,Original Budget     ,"2,161,545"
2004,Ministry of Health,Health Cabinet,Payroll,Actual Spent     ,"4,121,034"
2004,Ministry of Health,Health Cabinet,Payroll,Original Budget     ,"4,172,925"
2004,Ministry of Health,Department of Health,Operations,Actual Spent     ,"-4,000"
2004,Ministry of Health,Department of Health,Operations,Actual Spent     ,"77,338,287"
2004,Ministry of Health,Department of Health,Operations,Original Budget     ,"72,601,830"
2004,Ministry of Health,Department of Health,Payroll,Actual Spent     ,"34,214,444"
2004,Ministry of Health,Department of Health,Payroll,Original Budget     ,"35,049,108"
2004,Ministry of Health,Department of Health,Operations,Actual Spent     ,"111,174,530"
2004,Ministry of Health,Department of Health,Operations,Original Budget     ,"120,129,245"
2004,Ministry of Health,Department of Health,Payroll,Actual Spent     ,"321,080,100"
2004,Ministry of Health,Department of Health,Payroll,Original Budget     ,"312,754,896"
2004,Ministry of Health,Department of Health,Operations,Actual Spent     ,"52,433,915"
2004,Ministry of Health,Department of Health,Operations,Original Budget     ,"61,509,219"
2004,Ministry of Health,Department of Health,Payroll,Actual Spent     ,"167,796,264"
2004,Ministry of Health,Department of Health,Payroll,Original Budget     ,"154,340,639"
2004,Ministry of Health,Department of Health,Operations,Actual Spent     ,"14,763,667"
2004,Ministry of Health,Department of Health,Operations,Original Budget     ,"15,187,872"
2004,Ministry of Health,Department of Health,Payroll,Actual Spent     ,"27,679,443"
2004,Ministry of Health,Department of Health,Payroll,Original Budget     ,"26,840,123"
2004,Ministry of Health,Department of Health,Operations,Actual Spent     ,"112,575,515"
2004,Ministry of Health,Department of Health,Operations,Original Budget     ,"115,459,021"
2004,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Operations,Actual Spent     ,"2,463,185"
2004,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Operations,Original Budget     ,"1,275,340"
2004,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Payroll,Actual Spent     ,"19,156,790"
2004,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Payroll,Original Budget     ,"16,516,089"
2004,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Payroll,Actual Spent     ,"2,458,902"
2004,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Payroll,Original Budget     ,"2,065,576"
2004,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Operations,Actual Spent     ,"9,312,841"
2004,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Operations,Original Budget     ,"9,792,075"
2004,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Payroll,Actual Spent     ,"25,786,270"
2004,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Payroll,Original Budget     ,"26,911,703"
2004,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Operations,Actual Spent     ,"2,626,933"
2004,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Operations,Original Budget     ,"3,308,000"
2004,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Payroll,Actual Spent     ,"378,673"
2004,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Payroll,Original Budget     ,"3,679,868"
2004,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Operations,Actual Spent     ,"3,652,402"
2004,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Operations,Original Budget     ,"5,484,600"
2004,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Payroll,Actual Spent     ,"12,578,556"
2004,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Payroll,Original Budget     ,"6,795,679"
2004,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Operations,Actual Spent     ,"10,041,884"
