Year,Major Industry,Minor Industry,Value
2023,Administrative and support service activities,Cleaning activities,27.0
2023,Administrative and support service activities,Combined facilities support activities,23.0
2023,Information and communication,"Computer programming, consultancy and related activities",19.0
2023,Construction,Construction of buildings,413.0
2023,Construction,Construction of other civil engineering projects,3.0
2023,Construction,Construction of roads and railways,22.0
2023,Construction,Construction of utility projects,3.0
2023,Transportation and storage,Courier activities,2.0
2023,"Arts, entertainment and recreation","Creative, arts and entertainment activities",15.0
2023,Information and communication,"Data processing, hosting and related activities; web portals",57.0
2023,Construction,Demolition and site preparation,7.0
2023,Education,Educational support activities,2.0
2023,"Electricity, gas, steam and air conditioning supply","Electric power generation, transmission and distribution",9.0
2023,Construction,"Electrical, plumbing and other construction installation activities",145.0
2023,Accommodation and food service activities,Event catering and other food service activities,75.0
2023,"Agriculture, forestry and fishing",Fishing,14.0
2023,"Arts, entertainment and recreation",Gambling and betting activities,1.0
2023,"Agriculture, forestry and fishing",Growing of non-perennial crops,17.0
2023,"Agriculture, forestry and fishing",Growing of perennial crops,7.0
2023,Education,Higher education,7.0
2023,Human health and social work activities,Hospital activities,2.0
2023,Financial and insurance activities,Insurance,12.0
2023,Administrative and support service activities,Landscape care and maintenance service activities,20.0
2023,Administrative and support service activities,"Leasing of intellectual property and similar products, except copyrighted works",4.0
2023,"Professional, scientific and technical activities",Legal activities,28.0
2023,"Arts, entertainment and recreation","Libraries, archives, museums and other cultural activities",2.0
2023,"Agriculture, forestry and fishing",Logging,13.0
2023,Wholesale and retail trade; repair of motor vehicles and motorcycles,Maintenance and repair of motor vehicles,116.0
2023,"Professional, scientific and technical activities",Management consultancy activities,342.0
2023,Manufacturing,"Manufacture of basic chemicals, fertilizers and nitrogen compounds, plastics and synthetic rubber in primary forms",3.0
2023,Manufacturing,Manufacture of basic iron and steel,8.0
2023,Manufacturing,Manufacture of basic precious and other non-ferrous metals,1.0
2023,Manufacturing,Manufacture of beverages,9.0
2023,Manufacturing,Manufacture of coke oven products,1.0
2023,Manufacturing,Manufacture of communication equipment,1.0
2023,Manufacturing,Manufacture of dairy products,1.0
2023,Manufacturing,Manufacture of furniture,17.0
2023,Manufacturing,Manufacture of general-purpose machinery,3.0
2023,Manufacturing,"Manufacture of jewellery, bijouterie and related articles",2.0
2023,Manufacturing,Manufacture of medical and dental instruments and supplies,1.0
2023,Manufacturing,Manufacture of non-metallic mineral products n.e.c.,29.0
2023,Manufacturing,Manufacture of other chemical products,14.0
2023,Manufacturing,Manufacture of other fabricated metal products; metalworking service activities,22.0
2023,Manufacturing,Manufacture of other food products,307.0
2023,Manufacturing,Manufacture of other textiles,1.0
2023,Manufacturing,Manufacture of paper and paper products,5.0
2023,Manufacturing,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",41.0
2023,Manufacturing,Manufacture of prepared animal feeds,4.0
2023,Manufacturing,"Manufacture of products of wood, cork, straw and plaiting materials",33.0
2023,Manufacturing,Manufacture of refined petroleum products,3.0
2023,Manufacturing,Manufacture of rubber products,3.0
2023,Manufacturing,"Manufacture of structural metal products, tanks, reservoirs and steam generators",3.0
2023,Manufacturing,Manufacture of vegetable and animal oils and fats,47.0
2023,Manufacturing,"Manufacture of wearing apparel, except fur apparel",116.0
2023,Manufacturing,Manufacture of wiring and wiring devices,1.0
2023,"Professional, scientific and technical activities",Market research and public opinion polling,1.0
2023,"Water supply; sewerage, waste management and remediation activities",Materials recovery,3.0
2023,Human health and social work activities,Medical and dental practice activities,31.0
2023,Mining and quarrying,Mining and quarrying n.e.c.,6.0
2023,"Agriculture, forestry and fishing",Mixed farming,101.0
2023,Financial and insurance activities,Monetary intermediation,13.0
2023,Information and communication,"Motion picture, video and television programme activities",9.0
2023,Wholesale and retail trade; repair of motor vehicles and motorcycles,Non-specialized wholesale trade,37.0
2023,Administrative and support service activities,Office administrative and support activities,20.0
2023,Administrative and support service activities,Organization of conventions and trade shows,5.0
2023,"Arts, entertainment and recreation",Other amusement and recreation activities,58.0
2023,Education,Other education,26.0
2023,Financial and insurance activities,"Other financial service activities, except insurance and pension funding activities",182.0
2023,Human health and social work activities,Other human health activities,56.0
2023,Administrative and support service activities,Other human resources provision,2.0
2023,Information and communication,Other information service activities,1.0
2023,Transportation and storage,Other land transport,2211.0
2023,Manufacturing,Other manufacturing n.e.c.,9.0
2023,Other service activities,Other personal service activities,74.0
2023,"Professional, scientific and technical activities","Other professional, scientific and technical activities n.e.c.",102.0
2023,Administrative and support service activities,Other reservation service and related activities,18.0
2023,Construction,Other specialized construction activities,16.0
2023,Wholesale and retail trade; repair of motor vehicles and motorcycles,Other specialized wholesale,14.0
2023,Information and communication,Other telecommunications activities,5.0
2023,Transportation and storage,Passenger air transport,15.0
2023,"Professional, scientific and technical activities",Photographic activities,37.0
2023,"Agriculture, forestry and fishing",Plant propagation,2.0
2023,Education,Pre-primary and primary education,21.0
2023,Manufacturing,Printing and service activities related to printing,14.0
2023,Administrative and support service activities,Private security activities,67.0
2023,Manufacturing,"Processing and preserving of fish, crustaceans and molluscs",5.0
2023,Manufacturing,Processing and preserving of fruit and vegetables,6.0
2023,Manufacturing,Processing and preserving of meat,11.0
2023,Information and communication,"Publishing of books, periodicals and other publishing activities",2.0
2023,Mining and quarrying,"Quarrying of stone, sand and clay",19.0
2023,Information and communication,Radio broadcasting,2.0
2023,Real estate activities,Real estate activities on a fee or contract basis,134.0
2023,Real estate activities,Real estate activities with own or leased property,160.0
2023,"Water supply; sewerage, waste management and remediation activities",Remediation activities and other waste management services,1.0
2023,Administrative and support service activities,Renting and leasing of motor vehicles,43.0
2023,Administrative and support service activities,"Renting and leasing of other machinery, equipment and tangible goods",57.0
2023,Administrative and support service activities,Renting and leasing of personal and household goods,10.0
2023,Other service activities,Repair of computers and communication equipment,58.0
2023,Manufacturing,"Repair of fabricated metal products, machinery and equipment",63.0
2023,Other service activities,Repair of personal and household goods,23.0
2023,"Professional, scientific and technical activities",Research and experimental development on natural sciences and engineering,2.0
2023,Accommodation and food service activities,Restaurants and mobile food service activities,331.0
2023,Wholesale and retail trade; repair of motor vehicles and motorcycles,Retail sale in non-specialized stores,1865.0
2023,Wholesale and retail trade; repair of motor vehicles and motorcycles,Retail sale of automotive fuel in specialized stores,223.0
2023,Wholesale and retail trade; repair of motor vehicles and motorcycles,Retail sale of cultural and recreation goods in specialized stores,13.0
2023,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Retail sale of food, beverages and tobacco in specialized stores",1194.0
2023,Wholesale and retail trade; repair of motor vehicles and motorcycles,Retail sale of information and communications equipment in specialized stores,13.0
2023,Wholesale and retail trade; repair of motor vehicles and motorcycles,Retail sale of other goods in specialized stores,590.0
2023,Wholesale and retail trade; repair of motor vehicles and motorcycles,Retail sale of other household equipment in specialized stores,167.0
2023,Wholesale and retail trade; repair of motor vehicles and motorcycles,Retail sale via stalls and markets,532.0
2023,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Retail trade not in stores, stalls or markets",27.0
2023,Wholesale and retail trade; repair of motor vehicles and motorcycles,Sale of motor vehicle parts and accessories,24.0
2023,Wholesale and retail trade; repair of motor vehicles and motorcycles,Sale of motor vehicles,14.0
2023,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Sale, maintenance and repair of motorcycles and related parts and accessories",10.0
2023,Information and communication,Satellite telecommunications activities,5.0
2023,Manufacturing,Sawmilling and planing of wood,14.0
2023,Transportation and storage,Sea and coastal water transport,163.0
2023,Education,Secondary education,2.0
2023,Administrative and support service activities,Security systems service activities,5.0
2023,"Water supply; sewerage, waste management and remediation activities",Sewerage,2.0
2023,Accommodation and food service activities,Short term accommodation activities,335.0
2023,"Agriculture, forestry and fishing",Silviculture and other forestry activities,2.0
2023,Information and communication,Software publishing,1.0
2023,Information and communication,Sound recording and music publishing activities,2.0
2023,"Professional, scientific and technical activities",Specialized design activities,10.0
2023,Manufacturing,"Spinning, weaving and finishing of textiles",27.0
2023,"Arts, entertainment and recreation",Sports activities,37.0
2023,"Electricity, gas, steam and air conditioning supply",Steam and air conditioning supply,1.0
2023,Transportation and storage,Support activities for transportation,79.0
2023,"Agriculture, forestry and fishing",Support activities to agriculture and post-harvest crop activities,1.0
2023,"Agriculture, forestry and fishing",Support services to forestry,5.0
2023,"Professional, scientific and technical activities",Technical testing and analysis,2.0
2023,Information and communication,Television programming and broadcasting activities,8.0
2023,Administrative and support service activities,Temporary employment agency activities,2.0
2023,Administrative and support service activities,Travel agency and tour operator activities,98.0
2023,Financial and insurance activities,"Trusts, funds and similar financial entities",5.0
2023,"Professional, scientific and technical activities",Veterinary activities,13.0
2023,Transportation and storage,Warehousing and storage,21.0
2023,"Water supply; sewerage, waste management and remediation activities",Waste collection,8.0
2023,"Water supply; sewerage, waste management and remediation activities",Waste treatment and disposal,2.0
2023,"Water supply; sewerage, waste management and remediation activities","Water collection, treatment and supply",15.0
2023,Wholesale and retail trade; repair of motor vehicles and motorcycles,Wholesale of agricultural raw materials and live animals,39.0
2023,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Wholesale of food, beverages and tobacco",21.0
2023,Wholesale and retail trade; repair of motor vehicles and motorcycles,Wholesale of household goods,115.0
2023,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Wholesale of machinery, equipment and supplies",9.0
2023,Information and communication,Wired telecommunications activities,1.0
2023,Information and communication,Wireless telecommunications activities,10.0
2023,,,122.0
